"movie_title","genres","language","content_rating","title_year","imdb_score"
"The Host ","Action|Adventure|Romance|Sci-Fi|Thriller","English","PG-13",2013,5.9
"Basic ","Action|Crime|Drama|Mystery|Thriller","English","R",2003,6.5
"Blood Work ","Action|Crime|Drama|Mystery|Thriller","English","R",2002,6.4
"The International ","Action|Crime|Drama|Mystery|Thriller","English","R",2009,6.5
"Escape from L.A. ","Action|Adventure|Sci-Fi|Thriller","English","R",1996,5.7
"Twisted             ","Drama|Mystery|Thriller","English","",NA,7.5
"The Iron Giant ","Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi","English","PG",1999,8
"The Life Aquatic with Steve Zissou ","Adventure|Comedy|Drama","English","R",2004,7.3
"Free State of Jones ","Action|Biography|Drama|History|War","English","R",2016,6.7
"The Life of David Gale ","Crime|Drama|Thriller","English","R",2003,7.5
"Man of the House ","Action|Comedy","English","PG-13",2005,5.4
"Run All Night ","Action|Crime|Drama|Thriller","English","R",2015,6.6
"Eastern Promises ","Crime|Mystery|Thriller","English","R",2007,7.7
"Into the Blue ","Action|Adventure|Crime|Thriller","English","PG-13",2005,5.8
"The Messenger: The Story of Joan of Arc ","Adventure|Biography|Drama|History|War","English","R",1999,6.4
"Your Highness ","Adventure|Comedy|Fantasy","English","R",2011,5.6
"Dream House ","Drama|Mystery|Thriller","English","PG-13",2011,6
"Mad City ","Crime|Drama|Thriller","English","PG-13",1997,6.2
"Baby's Day Out ","Adventure|Comedy|Crime|Drama|Family","English","PG",1994,5.9
"The Scarlet Letter ","Drama|Romance","English","R",1995,5.1
"Fair Game ","Biography|Drama|Thriller","English","PG-13",2010,6.8
"Defiance             ","Action|Drama|Sci-Fi","English","TV-MA",NA,7
"Domino ","Action|Biography|Crime|Drama|Thriller","English","R",2005,6
"Jade ","Crime|Drama|Thriller","English","R",1995,5.1
"Gamer ","Action|Sci-Fi|Thriller","English","R",2009,5.8
"Beautiful Creatures ","Drama|Fantasy|Romance","English","PG-13",2013,6.2
"Death to Smoochy ","Comedy|Crime|Drama|Thriller","English","R",2002,6.4
"Zoolander 2 ","Comedy","English","PG-13",2016,4.8
"The Big Bounce ","Comedy|Crime","English","PG-13",2004,4.9
"What Planet Are You From? ","Comedy|Sci-Fi","English","R",2000,5.6
"Drive Angry ","Action|Fantasy|Thriller","English","R",2011,5.5
"Street Fighter: The Legend of Chun-Li ","Action|Crime|Drama|Mystery|Thriller","English","PG-13",2009,3.7
"The One ","Action|Sci-Fi|Thriller","English","PG-13",2001,5.9
"Outlander             ","Drama|Romance|Sci-Fi","English","TV-MA",NA,8.5
"The Adventures of Ford Fairlane ","Action|Adventure|Comedy|Crime|Music|Mystery","English","R",1990,6.3
"Pirate Radio ","Comedy|Drama|Music","English","R",2009,7.4
"Traffic ","Crime|Drama|Thriller","English","R",2000,7.6
"Indiana Jones and the Last Crusade ","Action|Adventure|Fantasy","English","PG-13",1989,8.3
"Anna Karenina ","Drama|Romance","English","R",2012,6.6
"Chappie ","Action|Crime|Drama|Sci-Fi|Thriller","English","R",2015,6.9
"The Bone Collector ","Crime|Drama|Mystery|Thriller","English","R",1999,6.7
"Panic Room ","Crime|Drama|Thriller","English","R",2002,6.8
"The Tooth Fairy ","Horror|Thriller","English","",2006,4.6
"Three Kings ","Action|Adventure|Comedy|Drama|War","English","R",1999,7.1
"Child 44 ","Crime|Drama|Thriller","English","R",2015,6.4
"Rat Race ","Adventure|Comedy","English","PG-13",2001,6.4
"K-PAX ","Drama|Mystery|Sci-Fi","English","PG-13",2001,7.4
"Kate & Leopold ","Comedy|Fantasy|Romance","English","PG-13",2001,6.4
"Bedazzled ","Comedy|Fantasy|Romance","English","PG-13",2000,6
"The Cotton Club ","Crime|Drama|Music","English","R",1984,6.5
"3:10 to Yuma ","Adventure|Crime|Drama|Western","English","R",2007,7.8
"Taken 3 ","Action|Thriller","English","PG-13",2014,6
"Out of Sight ","Crime|Drama|Romance|Thriller","English","R",1998,7
"The Cable Guy ","Comedy|Drama|Thriller","English","PG-13",1996,6
"Earth ","Drama|Romance|War","Hindi","Unrated",1998,7.8
"Dick Tracy ","Action|Comedy|Crime|Music|Romance|Thriller","English","PG",1990,6.1
"The Thomas Crown Affair ","Crime|Romance|Thriller","English","R",1999,6.8
"Riding in Cars with Boys ","Biography|Comedy|Drama","English","PG-13",2001,6.4
"First Blood ","Action|Adventure|Drama","English","R",1982,7.7
"Solaris ","Drama|Mystery|Sci-Fi","Russian","PG",1972,8.1
"Happily N'Ever After ","Adventure|Animation|Comedy|Family|Fantasy","English","PG",2006,4.5
"Mary Reilly ","Drama|Horror|Romance|Thriller","English","R",1996,5.8
"My Best Friend's Wedding ","Comedy|Romance","English","PG-13",1997,6.3
"America's Sweethearts ","Comedy|Romance","English","PG-13",2001,5.7
"Insomnia ","Drama|Mystery|Thriller","English","R",2002,7.2
"Star Trek: First Contact ","Action|Adventure|Drama|Sci-Fi|Thriller","English","PG-13",1996,7.6
"Jonah Hex ","Action|Drama|Fantasy|Thriller|Western","English","PG-13",2010,4.7
"Courage Under Fire ","Action|Drama|Mystery|Thriller|War","English","R",1996,6.6
"Liar Liar ","Comedy|Fantasy|Romance","English","PG-13",1997,6.8
"The Infiltrator ","Biography|Crime|Drama|Thriller","English","R",2016,7.3
"Inchon ","Drama|History|War","English","PG",1981,2.7
"The Flintstones ","Comedy|Family|Fantasy","English","PG",1994,4.8
"Taken 2 ","Action|Crime|Thriller","English","PG-13",2012,6.3
"Scary Movie 3 ","Comedy","English","PG-13",2003,5.5
"Miss Congeniality ","Action|Comedy|Crime|Romance","English","PG-13",2000,6.2
"Journey to the Center of the Earth ","Action|Adventure|Family|Fantasy|Sci-Fi","English","PG",2008,5.8
"The Princess Diaries 2: Royal Engagement ","Comedy|Family|Romance","English","G",2004,5.7
"The Pelican Brief ","Crime|Drama|Mystery|Thriller","English","PG-13",1993,6.5
"The Client ","Crime|Drama|Mystery|Thriller","English","PG-13",1994,6.7
"The Bucket List ","Adventure|Comedy|Drama","English","PG-13",2007,7.4
"Patriot Games ","Action|Thriller","English","R",1992,6.9
"Monster-in-Law ","Comedy|Romance","English","PG-13",2005,5.5
"Prisoners ","Crime|Drama|Mystery|Thriller","English","R",2013,8.1
"Training Day ","Crime|Drama|Thriller","English","R",2001,7.7
"Galaxy Quest ","Adventure|Comedy|Sci-Fi","English","PG",1999,7.3
"Scary Movie 2 ","Comedy","English","R",2001,5.2
"The Muppets ","Adventure|Comedy|Family|Musical","English","PG",2011,7.1
"Blade ","Action|Horror","English","R",1998,7.1
"Coach Carter ","Drama|Sport","English","PG-13",2005,7.2
"Changing Lanes ","Drama|Thriller","English","R",2002,6.5
"Anaconda ","Action|Adventure|Horror|Thriller","English","PG-13",1997,4.6
"Coyote Ugly ","Comedy|Drama|Music|Romance","English","PG-13",2000,5.6
"Love Actually ","Comedy|Drama|Romance","English","R",2003,7.7
"A Bug's Life ","Adventure|Animation|Comedy|Family|Fantasy","English","G",1998,7.2
"From Hell ","Horror|Mystery|Thriller","English","R",2001,6.8
"The Specialist ","Action|Crime|Drama|Romance|Thriller","English","R",1994,5.4
"Tin Cup ","Comedy|Drama|Romance|Sport","English","R",1996,6.3
"Yours, Mine and Ours ","Comedy|Family","English","Unrated",1968,7.2
"Kicking & Screaming ","Comedy|Family|Romance|Sport","English","PG",2005,5.6
"The Hitchhiker's Guide to the Galaxy ","Adventure|Comedy|Sci-Fi","English","PG",2005,6.8
"Fat Albert ","Comedy|Family|Fantasy|Romance","English","PG",2004,4.3
"Resident Evil: Extinction ","Action|Horror|Sci-Fi|Thriller","English","R",2007,6.3
"Blended ","Comedy|Romance","English","PG-13",2014,6.5
"Last Holiday ","Adventure|Comedy|Drama","English","PG-13",2006,6.4
"The River Wild ","Action|Adventure|Crime|Thriller","English","PG-13",1994,6.3
"The Indian in the Cupboard ","Drama|Family|Fantasy","English","PG",1995,5.9
"Savages ","Crime|Drama|Thriller","English","R",2012,6.5
"Cellular ","Action|Crime|Thriller","English","PG-13",2004,6.5
"Johnny English ","Action|Adventure|Comedy","English","PG",2003,6.1
"The Ant Bully ","Adventure|Animation|Comedy|Family|Fantasy","English","PG",2006,5.9
"Dune ","Action|Adventure|Sci-Fi","English","PG-13",1984,6.6
"Across the Universe ","Drama|Fantasy|Musical|Romance","English","PG-13",2007,7.4
"Revolutionary Road ","Drama|Romance","English","R",2008,7.3
"16 Blocks ","Action|Crime|Drama|Thriller","English","PG-13",2006,6.6
"Babylon A.D. ","Action|Adventure|Sci-Fi|Thriller","English","PG-13",2008,5.6
"The Glimmer Man ","Action|Comedy|Crime|Drama|Thriller","English","R",1996,5.3
"Multiplicity ","Comedy|Romance|Sci-Fi","English","PG-13",1996,6
"Aliens in the Attic ","Adventure|Comedy|Family|Fantasy|Sci-Fi","English","PG",2009,5.4
"The Pledge ","Crime|Drama|Mystery|Thriller","English","R",2001,6.8
"The Producers ","Comedy|Musical","English","PG-13",2005,6.4
"Dredd ","Action|Sci-Fi","English","R",2012,7.1
"The Phantom ","Action|Adventure|Comedy|Fantasy","English","PG",1996,4.9
"All the Pretty Horses ","Drama|Romance|Western","English","PG-13",2000,5.8
"Nixon ","Biography|Drama|History","English","R",1995,7.1
"The Ghost Writer ","Mystery|Thriller","English","PG-13",2010,7.2
"Deep Rising ","Action|Adventure|Horror|Sci-Fi","English","R",1998,6
"Miracle at St. Anna ","Action|Crime|Drama|Thriller|War","English","R",2008,6
"Curse of the Golden Flower ","Drama|Romance","Mandarin","R",2006,7
"Bangkok Dangerous ","Action|Crime|Thriller","English","R",2008,5.4
"Big Trouble ","Comedy|Crime|Thriller","English","PG-13",2002,6.5
"Love in the Time of Cholera ","Drama|Romance","English","R",2007,6.4
"The Returned             ","Drama|Fantasy|Horror|Mystery","French","TV-MA",NA,8.3
"Shadow Conspiracy ","Action|Thriller","English","R",1997,4.9
"Johnny English Reborn ","Action|Adventure|Comedy|Crime","English","PG",2011,6.3
"Foodfight! ","Action|Animation|Comedy|Family|Fantasy","English","PG",2012,1.7
"Argo ","Biography|Drama|History|Thriller","English","R",2012,7.7
"The Fugitive ","Action|Adventure|Crime|Drama|Mystery|Thriller","English","PG-13",1993,7.8
"The Bounty Hunter ","Action|Comedy|Romance","English","PG-13",2010,5.5
"Sleepers ","Crime|Drama|Thriller","English","R",1996,7.5
"Rambo: First Blood Part II ","Action|Adventure|Thriller|War","English","R",1985,6.4
"The Juror ","Drama|Thriller","English","R",1996,5.6
"Pinocchio ","Animation|Family|Fantasy|Musical","English","Approved",1940,7.5
"Heaven's Gate ","Adventure|Drama|Western","English","R",1980,6.8
"Underworld: Evolution ","Action|Adventure|Fantasy|Sci-Fi|Thriller","English","R",2006,6.8
"Victor Frankenstein ","Drama|Horror|Sci-Fi|Thriller","English","PG-13",2015,6
"Finding Forrester ","Drama","English","PG-13",2000,7.3
"28 Days ","Comedy|Drama","English","PG-13",2000,6
"Unleashed ","Action|Crime|Drama|Thriller","English","R",2005,7
"The Sweetest Thing ","Comedy|Romance","English","R",2002,5.1
"The Firm ","Drama|Mystery|Thriller","English","R",1993,6.8
"Charlie St. Cloud ","Drama|Fantasy|Romance","English","PG-13",2010,6.5
"The Mechanic ","Action|Crime|Thriller","English","R",2011,6.6
"21 Jump Street ","Action|Comedy|Crime","English","R",2012,7.2
"Notting Hill ","Comedy|Drama|Romance","English","PG-13",1999,7
"Chicken Run ","Adventure|Animation|Comedy|Drama|Family","English","G",2000,7
"Along Came Polly ","Comedy|Romance","English","PG-13",2004,5.9
"Boomerang ","Comedy|Drama|Romance","English","R",1992,5.4
"The Heat ","Action|Comedy|Crime","English","R",2013,6.6
"Cleopatra ","Biography|Drama|History|Romance","English","Approved",1963,7
"Here Comes the Boom ","Action|Comedy|Sport","English","PG",2012,6.5
"High Crimes ","Crime|Drama|Mystery|Thriller","English","PG-13",2002,6.3
"The Mirror Has Two Faces ","Comedy|Drama|Romance","English","PG-13",1996,6.5
"The Mothman Prophecies ","Drama|Horror|Mystery|Thriller","English","PG-13",2002,6.5
"Brüno ","Comedy","English","R",2009,5.8
"Licence to Kill ","Action|Adventure|Thriller","English","PG-13",1989,6.6
"Red Riding Hood ","Fantasy|Horror|Mystery|Thriller","English","PG-13",2011,5.4
"15 Minutes ","Action|Crime|Drama|Thriller","English","R",2001,6.1
"Super Mario Bros. ","Adventure|Comedy|Family|Fantasy|Sci-Fi","English","PG",1993,4
"Lord of War ","Crime|Drama|Thriller","English","R",2005,7.6
"Hero ","Action|Adventure|History","Mandarin","PG-13",2002,7.9
"One for the Money ","Action|Comedy|Crime|Romance|Thriller","English","PG-13",2012,5.3
"The Interview ","Comedy","English","R",2014,6.6
"The Warrior's Way ","Action|Fantasy|Western","English","R",2010,6.3
"McHale's Navy             ","Comedy|War","English","TV-G",NA,7.5
"Micmacs ","Action|Comedy|Crime","French","R",2009,7.2
"8 Mile ","Drama|Music","English","R",2002,7
"Animal Kingdom: Let's go Ape ","Adventure|Animation|Comedy|Family","French","",2015,4.9
"A Knight's Tale ","Action|Adventure|Romance","English","PG-13",2001,6.9
"The Medallion ","Action|Comedy|Fantasy","English","PG-13",2003,5.2
"The Sixth Sense ","Drama|Mystery|Thriller","English","PG-13",1999,8.1
"Man on a Ledge ","Action|Crime|Thriller","English","PG-13",2012,6.6
"The Big Year ","Comedy","English","PG",2011,6.2
"The Karate Kid ","Action|Drama|Family|Sport","English","PG",1984,7.2
"American Hustle ","Crime|Drama","English","R",2013,7.3
"The Proposal ","Comedy|Drama|Romance","English","PG-13",2009,6.7
"Double Jeopardy ","Crime|Mystery|Thriller","English","R",1999,6.4
"Back to the Future Part II ","Adventure|Comedy|Sci-Fi","English","PG",1989,7.8
"Lucy ","Action|Sci-Fi|Thriller","English","R",2014,6.4
"Fifty Shades of Grey ","Drama|Romance","English","R",2015,4.1
"Spy Kids 3-D: Game Over ","Action|Adventure|Comedy|Family|Sci-Fi","English","PG",2003,4.1
"A Time to Kill ","Crime|Drama|Thriller","English","R",1996,7.4
"Cheaper by the Dozen ","Comedy|Family","English","PG",2003,5.8
"Lone Survivor ","Action|Biography|Drama|Thriller|War","English","R",2013,7.6
"A League of Their Own ","Comedy|Drama|Sport","English","PG",1992,7.2
"The Conjuring 2 ","Horror|Mystery|Thriller","English","R",2016,7.8
"The Social Network ","Biography|Drama","English","PG-13",2010,7.7
"He's Just Not That Into You ","Comedy|Drama|Romance","English","PG-13",2009,6.4
"Scary Movie 4 ","Comedy","English","PG-13",2006,5.1
"Scream 3 ","Horror|Mystery","English","R",2000,5.5
"Back to the Future Part III ","Adventure|Comedy|Sci-Fi|Western","English","PG",1990,7.4
"Get Hard ","Comedy|Crime","English","R",2015,6
"Bram Stoker's Dracula ","Fantasy|Horror|Romance","English","R",1992,7.5
"Julie & Julia ","Biography|Drama|Romance","English","PG-13",2009,7
"42 ","Biography|Drama|Sport","English","PG-13",2013,7.5
"The Talented Mr. Ripley ","Crime|Drama|Thriller","English","R",1999,7.3
"Dumb and Dumber To ","Comedy","English","PG-13",2014,5.7
"Eight Below ","Adventure|Drama|Family","English","PG",2006,7.3
"The Intern ","Comedy|Drama","English","PG-13",2015,7.2
"Ride Along 2 ","Action|Comedy","English","PG-13",2016,5.9
"The Last of the Mohicans ","Action|Adventure|Drama|Romance|War","English","R",1992,7.8
"Ray ","Biography|Drama|Music","English","PG-13",2004,7.7
"Sin City ","Crime|Thriller","English","R",2005,8.1
"Vantage Point ","Crime|Drama|Mystery|Thriller","English","PG-13",2008,6.6
"I Love You, Man ","Comedy|Romance","English","R",2009,7.1
"Shallow Hal ","Comedy|Drama|Fantasy|Romance","English","PG-13",2001,5.9
"JFK ","Drama|History|Thriller","English","R",1991,8
"Big Momma's House 2 ","Comedy|Crime","English","PG-13",2006,4.6
"The Mexican ","Adventure|Comedy|Crime|Romance","English","R",2001,6.1
"Unbroken ","Biography|Drama|Sport|War","English","PG-13",2014,7.2
"17 Again ","Comedy|Drama|Family|Fantasy|Romance","English","PG-13",2009,6.4
"The Other Woman ","Comedy|Romance","English","PG-13",2014,6
"The Final Destination ","Horror","English","R",2009,5.2
"Bridge of Spies ","Drama|History|Thriller","English","PG-13",2015,7.6
"Behind Enemy Lines ","Action|Drama|Thriller|War","English","PG-13",2001,6.4
"Get Him to the Greek ","Comedy|Music","English","R",2010,6.4
"Shall We Dance ","Comedy|Drama|Romance","English","PG-13",2004,6.1
"Small Soldiers ","Action|Adventure|Comedy|Family|Sci-Fi","English","PG-13",1998,6.1
"Spawn ","Action|Horror","English","R",1997,5.2
"The Count of Monte Cristo ","Action|Adventure|Drama|Romance|Thriller","English","PG-13",2002,7.7
"The Lincoln Lawyer ","Crime|Drama|Thriller","English","R",2011,7.3
"Unknown ","Action|Mystery|Thriller","English","PG-13",2011,6.9
"The Prestige ","Drama|Mystery|Sci-Fi|Thriller","English","PG-13",2006,8.5
"Horrible Bosses 2 ","Comedy|Crime","English","R",2014,6.3
"Escape from Planet Earth ","Adventure|Animation|Comedy|Family|Sci-Fi","English","PG",2013,5.9
"Apocalypto ","Action|Adventure|Drama|Thriller","Maya","R",2006,7.8
"The Living Daylights ","Action|Adventure|Thriller","English","PG",1987,6.7
"Predators ","Action|Adventure|Sci-Fi|Thriller","English","R",2010,6.4
"Legal Eagles ","Comedy|Crime|Romance","English","PG",1986,5.9
"Secret Window ","Mystery|Thriller","English","PG-13",2004,6.6
"The Lake House ","Drama|Fantasy|Romance","English","PG",2006,6.8
"The Skeleton Key ","Horror|Mystery|Thriller","English","PG-13",2005,6.5
"The Odd Life of Timothy Green ","Comedy|Drama|Family|Fantasy","English","PG",2012,6.6
"Made of Honor ","Comedy|Romance","English","PG-13",2008,5.8
"Jersey Boys ","Biography|Drama|Music|Musical","English","R",2014,6.9
"The Rainmaker ","Crime|Drama|Thriller","English","PG-13",1997,7.1
"Gothika ","Horror|Mystery|Thriller","English","R",2003,5.8
"Amistad ","Drama|History","English","R",1997,7.2
"Medicine Man ","Adventure|Drama|Romance","English","PG-13",1992,6
"Aliens vs. Predator: Requiem ","Action|Horror|Sci-Fi|Thriller","English","R",2007,4.7
"Ri¢hie Ri¢h ","Comedy|Family","English","PG",1994,5.2
"Autumn in New York ","Drama|Romance","English","PG-13",2000,5.5
"Music and Lyrics ","Comedy|Music|Romance","English","PG-13",2007,6.5
